ticker,date,close,SMA50,SMA200,MACD_HIST,AO,ADX_14
PRESTIGE.NS,2025-10-24,1754.0999755859375,1600.6099951171875,1468.617748413086,19.385705916183625,124.34321253159465,40.20611440233399
